"Hash","string"
"mailCode524","<title>Please help me...</title>
<body>You can find Royal Digijelly on the
forest paths in Nigh Plains.
You're the only one who can help me...
Please!</body>"
"mailCode525","DO NOT TRANSLATE"
"mailCode526","DO NOT TRANSLATE"
"mailCode527","DO NOT TRANSLATE"
"mailCode528","DO NOT TRANSLATE"
"mailCode529","DO NOT TRANSLATE"
"mailCode530","DO NOT TRANSLATE"
"mailCode531","DO NOT TRANSLATE"
"mailCode532","DO NOT TRANSLATE"
"mailCode533","DO NOT TRANSLATE"
"mailCode534","DO NOT TRANSLATE"
"mailCode535","DO NOT TRANSLATE"
"mailCode536","<title>Togemon is a blockhead!</title>
<body>I'm not coming back to town until
Togemon apologizes!</body>"
"mailCode537","DO NOT TRANSLATE"
"mailCode538","DO NOT TRANSLATE"
"mailCode539","<title>Help me!</title>
<body>Veemon can be so reckless!
Veemon needs to be nicer!

I think Veemon must be in the Noise
Storm at Server Desert.... Please help!</body>"
"mailCode540","DO NOT TRANSLATE"
"mailCode541","DO NOT TRANSLATE"
"mailCode542","<title>Magma Lozenge!</title>
<body>Bring back the Magma Lozenge dropped
somewhere on the Logic Volcano!
Thanks!</body>"
"mailCode543","DO NOT TRANSLATE"
"mailCode544","DO NOT TRANSLATE"
"mailCode545","DO NOT TRANSLATE"
"mailCode546","DO NOT TRANSLATE"
"mailCode547","DO NOT TRANSLATE"
"mailCode548","DO NOT TRANSLATE"
"mailCode549","DO NOT TRANSLATE"
"mailCode550","DO NOT TRANSLATE"
"mailCode551","<title>I need Cyber Grease!</title>
<body>You can find Cyber Grease in the Server
Desert.
I think Gargomon has it.
I'm counting on you!</body>"
"mailCode552","DO NOT TRANSLATE"
"mailCode553","DO NOT TRANSLATE"
"mailCode554","DO NOT TRANSLATE"
"mailCode555","DO NOT TRANSLATE"
"mailCode556","DO NOT TRANSLATE"
"mailCode557","DO NOT TRANSLATE"
"mailCode558","DO NOT TRANSLATE"
"mailCode559","DO NOT TRANSLATE"
"mailCode560","DO NOT TRANSLATE"
"mailCode561","DO NOT TRANSLATE"
"mailCode562","DO NOT TRANSLATE"
"mailCode563","DO NOT TRANSLATE"
"mailCode564","DO NOT TRANSLATE"
"mailCode565","DO NOT TRANSLATE"
"mailCode566","DO NOT TRANSLATE"
"mailCode567","DO NOT TRANSLATE"
"mailCode568","DO NOT TRANSLATE"
"mailCode569","DO NOT TRANSLATE"
"mailCode570","DO NOT TRANSLATE"
"mailCode571","DO NOT TRANSLATE"
"mailCode572","DO NOT TRANSLATE"
"mailCode573","DO NOT TRANSLATE"
"mailCode574","DO NOT TRANSLATE"
"mailCode575","DO NOT TRANSLATE"
"mailCode576","DO NOT TRANSLATE"
"mailCode577","DO NOT TRANSLATE"
"mailCode578","DO NOT TRANSLATE"
"mailCode579","DO NOT TRANSLATE"
"mailCode580","DO NOT TRANSLATE"
"mailCode581","DO NOT TRANSLATE"
"mailCode582","DO NOT TRANSLATE"
"mailCode583","DO NOT TRANSLATE"
"mailCode584","DO NOT TRANSLATE"
"mailCode585","DO NOT TRANSLATE"
"mailCode586","DO NOT TRANSLATE"
"mailCode587","DO NOT TRANSLATE"
"mailCode588","DO NOT TRANSLATE"
"mailCode589","DO NOT TRANSLATE"
"mailCode590","DO NOT TRANSLATE"
"mailCode591","DO NOT TRANSLATE"
"mailCode592","DO NOT TRANSLATE"
"mailCode593","DO NOT TRANSLATE"
"mailCode594","DO NOT TRANSLATE"
"mailCode595","DO NOT TRANSLATE"
"mailCode596","DO NOT TRANSLATE"
"mailCode597","DO NOT TRANSLATE"
"mailCode598","DO NOT TRANSLATE"
"mailCode599","DO NOT TRANSLATE"
"mailCode600","DO NOT TRANSLATE"
"mailCode601","DO NOT TRANSLATE"
"mailCode602","<title>Stop him!</title>
<body>The world is facing Armageddon!

The Dragon Emperor Examon is in the
Flame Lands of Logic Volcano.
Now is our chance to stop the violence!

I would go myself, but I must leave this
up to you! Good luck!</body>"
"mailCode603","DO NOT TRANSLATE"
"mailCode604","DO NOT TRANSLATE"
"mailCode605","DO NOT TRANSLATE"
"mailCode606","DO NOT TRANSLATE"
"mailCode607","DO NOT TRANSLATE"
"mailCode608","DO NOT TRANSLATE"
"mailCode609","DO NOT TRANSLATE"
"mailCode610","DO NOT TRANSLATE"
"mailCode611","DO NOT TRANSLATE"
"mailCode612","DO NOT TRANSLATE"
"mailCode613","DO NOT TRANSLATE"
"mailCode614","DO NOT TRANSLATE"
"mailCode615","DO NOT TRANSLATE"
"mailCode616","DO NOT TRANSLATE"
"mailCode617","DO NOT TRANSLATE"
"mailCode618","DO NOT TRANSLATE"
"mailCode619","DO NOT TRANSLATE"
"mailCode620","DO NOT TRANSLATE"
"mailCode621","DO NOT TRANSLATE"
"mailCode622","DO NOT TRANSLATE"
"mailCode623","DO NOT TRANSLATE"
"mailCode624","DO NOT TRANSLATE"
"mailCode625","DO NOT TRANSLATE"
"mailCode626","DO NOT TRANSLATE"
"mailCode627","DO NOT TRANSLATE"
"mailCode628","DO NOT TRANSLATE"
"mailCode629","<title>Meat sandbags</title>
<body>Instead of Sandbags, bring me 20 Hunks
of Meat!</body>"
"mailCode630","DO NOT TRANSLATE"
"mailCode631","DO NOT TRANSLATE"
"mailCode632","<title>I want meat...</title>
<body>If you bring me 20 pieces of Rotten
Meat, I'll let you through the tunnel!</body>"
"mailCode633","DO NOT TRANSLATE"
"mailCode634","DO NOT TRANSLATE"
"mailCode635","<title>Proof of Meat</title>
<body>If you bring 20 pieces of the Best Meat,
I will believe you and let you through
the tunnel.</body>"
"mailCode636","DO NOT TRANSLATE"
"mailCode637","DO NOT TRANSLATE"
"mailCode638","DO NOT TRANSLATE"
"mailCode639","DO NOT TRANSLATE"
"mailCode640","DO NOT TRANSLATE"
"mailCode641","DO NOT TRANSLATE"
"mailCode642","DO NOT TRANSLATE"
"mailCode643","DO NOT TRANSLATE"
"mailCode644","<title>The Ohguino Wastelands...</title>
<body>We need to first understand what the
Ohguino Wastelands are really like!
If possible, get some information from
the Veggie Troops!</body>"
"mailCode645","DO NOT TRANSLATE"
"mailCode646","DO NOT TRANSLATE"
"mailCode647","DO NOT TRANSLATE"
"mailCode648","DO NOT TRANSLATE"
"mailCode649","DO NOT TRANSLATE"
"mailCode650","DO NOT TRANSLATE"
"mailCode651","DO NOT TRANSLATE"
"mailCode652","DO NOT TRANSLATE"
"mailCode653","<title>Retake the fields!</title>
<body>Expel the Vegiemon who are occupying the
fields of the Palace of Thorns.
Retake what is ours!</body>"
"mailCode654","DO NOT TRANSLATE"
"mailCode655","DO NOT TRANSLATE"
"mailCode656","DO NOT TRANSLATE"
"mailCode657","DO NOT TRANSLATE"
"mailCode658","DO NOT TRANSLATE"
"mailCode659","DO NOT TRANSLATE"
"mailCode660","DO NOT TRANSLATE"
"mailCode661","DO NOT TRANSLATE"
"mailCode662","<title>Help me!</title>
<body>My worries are so grave...
I can't get any sleep...
I need the item to solve my troubles.

Don't forget... Please...</body>"
"mailCode663","DO NOT TRANSLATE"
"mailCode664","DO NOT TRANSLATE"
"mailCode665","DO NOT TRANSLATE"
"mailCode666","DO NOT TRANSLATE"
"mailCode667","<title>I'll keep my promise!</title>
<body>My body is finally fully healed!
I'm sorry I made you wait.
But now I can finally fulfil my promise.
I will move to the town and help you...
I can't wait to see you again!
</body>"
"mailCode668","<title>The Holy Chalice</title>
<body>Bring me Vikemon's treasure...
Bring me the Holy Chalice! I'll split it
with you! So don't run off!</body>"
"mailCode669","DO NOT TRANSLATE"
"mailCode670","DO NOT TRANSLATE"
"mailCode671","DO NOT TRANSLATE"
"mailCode672","DO NOT TRANSLATE"
"mailCode673","DO NOT TRANSLATE"
"mailCode674","<title>Pond fish</title>
<body>I need Digifry, Digicrucians, and
Digikoi for my fishing pond.
Please catch some for me!</body>"
"mailCode675","DO NOT TRANSLATE"
"mailCode676","DO NOT TRANSLATE"
"mailCode677","<title>I need an autograph!</title>
<body>Will you bring me the amazing Magnamon's
autograph?
Ask Veedramon in Absolute Zero where you
can find Magnamon!</body>"
"mailCode678","DO NOT TRANSLATE"
"mailCode679","DO NOT TRANSLATE"
"mailCode680","<title>Deliver a letter!</title>
<body>I need you to take a letter to
MegaKabuterimon... MegaKabuterimon is
somewhere...in this world... Thanks!</body>"
"mailCode681","DO NOT TRANSLATE"
"mailCode682","DO NOT TRANSLATE"
"mailCode683","DO NOT TRANSLATE"
"mailCode684","DO NOT TRANSLATE"
"mailCode685","DO NOT TRANSLATE"
"mailCode686","<title>My pupil...</title>
<body>Can you tell Gumdramon I'm sorry and
bring him back! I think you'll find him
at Logic Volcano!</body>"
"mailCode687","DO NOT TRANSLATE"
"mailCode688","DO NOT TRANSLATE"
"mailCode689","DO NOT TRANSLATE"
"mailCode690","DO NOT TRANSLATE"
"mailCode691","DO NOT TRANSLATE"
"mailCode692","DO NOT TRANSLATE"
"mailCode693","DO NOT TRANSLATE"
"mailCode694","DO NOT TRANSLATE"
"mailCode695","DO NOT TRANSLATE"
"mailCode696","DO NOT TRANSLATE"
"mailCode697","DO NOT TRANSLATE"
"mailCode698","DO NOT TRANSLATE"
"mailCode699","DO NOT TRANSLATE"
"mailCode700","DO NOT TRANSLATE"
"mailCode701","DO NOT TRANSLATE"
"mailCode702","DO NOT TRANSLATE"
"mailCode703","DO NOT TRANSLATE"
"mailCode704","DO NOT TRANSLATE"
"mailCode705","DO NOT TRANSLATE"
"mailCode706","DO NOT TRANSLATE"
"mailCode707","DO NOT TRANSLATE"
"mailCode708","DO NOT TRANSLATE"
"mailCode709","DO NOT TRANSLATE"
"mailCode710","<title>Bring me a Haguru Gear</title>
<body>Please bring me the Haguru Gear I need.
The Hagurumon with the gear is in the
control room of Faulty Ex Machina.</body>"
"mailCode711","DO NOT TRANSLATE"
"mailCode712","DO NOT TRANSLATE"
"mailCode713","DO NOT TRANSLATE"
"mailCode714","DO NOT TRANSLATE"
"mailCode715","DO NOT TRANSLATE"
"mailCode716","DO NOT TRANSLATE"
"mailCode717","DO NOT TRANSLATE"
"mailCode718","DO NOT TRANSLATE"
"mailCode719","<title>Digimon arbitration!</title>
<body>We need to stop this fight between
MetalGreymon and MetalTyrannomon.
I've totally given up!</body>"
"mailCode720","DO NOT TRANSLATE"
"mailCode721","DO NOT TRANSLATE"
"mailCode722","DO NOT TRANSLATE"
"mailCode723","DO NOT TRANSLATE"
"mailCode724","DO NOT TRANSLATE"
"mailCode725","DO NOT TRANSLATE"
"mailCode726","DO NOT TRANSLATE"
"mailCode727","DO NOT TRANSLATE"
"mailCode728","<title>Lost phone...</title>
​<body>Please bring my homemade phone back from
​Boulder Island in Faulty Ex Machina, where
​I dropped it!</body>"
"mailCode729","DO NOT TRANSLATE"
"mailCode730","DO NOT TRANSLATE"
"mailCode731","DO NOT TRANSLATE"
"mailCode732","DO NOT TRANSLATE"
"mailCode733","DO NOT TRANSLATE"
"mailCode734","DO NOT TRANSLATE"
"mailCode735","DO NOT TRANSLATE"
"mailCode736","DO NOT TRANSLATE"
"mailCode737","DO NOT TRANSLATE"
"mailCode738","DO NOT TRANSLATE"
"mailCode739","DO NOT TRANSLATE"
"mailCode740","DO NOT TRANSLATE"
"mailCode741","DO NOT TRANSLATE"
"mailCode742","DO NOT TRANSLATE"
"mailCode743","<title>My block...</title>
<body>Can you get back my body block, which
Monzaemon took?

Monzaemon is probably somewhere in Bony
Resort...
</body>"
"mailCode744","DO NOT TRANSLATE"
"mailCode745","DO NOT TRANSLATE"
"mailCode746","DO NOT TRANSLATE"
"mailCode747","DO NOT TRANSLATE"
"mailCode748","DO NOT TRANSLATE"
"mailCode749","DO NOT TRANSLATE"
"mailCode750","DO NOT TRANSLATE"
"mailCode751","DO NOT TRANSLATE"
"mailCode752","<title>Help please!</title>
<body>Garurumon should be somewhere in the
Ohguino Wastelands.
Somewhere around Rosemon's hobby castle.

Please just find him...
Thank you in advance.</body>"
"mailCode753","DO NOT TRANSLATE"
"mailCode754","DO NOT TRANSLATE"
"mailCode755","DO NOT TRANSLATE"
"mailCode756","DO NOT TRANSLATE"
"mailCode757","DO NOT TRANSLATE"
"mailCode758","<title>Recapture the Myobrella!</title>
<body>Please bring back the Myobrella that
Turuiemon of Logic Volcano stole away!
This'll be easier than slicing butter!
Butter straight from the microwave!</body>"
"mailCode759","DO NOT TRANSLATE"
"mailCode760","DO NOT TRANSLATE"
"mailCode761","<title>SkullGrey Ring</title>
<body>Can you somehow get a SkullGrey Ring
from SkullGreymon and bring it to me?
Find SkullGreymon in Bony Resort. You
can do it with your negotiation skills!</body>"
"mailCode762","DO NOT TRANSLATE"
"mailCode763","DO NOT TRANSLATE"
"mailCode764","DO NOT TRANSLATE"
"mailCode765","DO NOT TRANSLATE"
"mailCode766","DO NOT TRANSLATE"
"mailCode767","<title>The battery's dead!</title>
<body>The battery in my mic is dead!
Go and get me a Digi-Battery from the
Power Plant in Nigh Plains!</body>"
"mailCode768","DO NOT TRANSLATE"
"mailCode769","DO NOT TRANSLATE"
"mailCode770","DO NOT TRANSLATE"
"mailCode771","DO NOT TRANSLATE"
"mailCode772","DO NOT TRANSLATE"
"mailCode773","<title>Platinum Poop Medal</title>
<body>There is only one Platinum Poop Medal in
this world!
Find it for me!</body>"
"mailCode774","DO NOT TRANSLATE"
"mailCode775","DO NOT TRANSLATE"
"mailCode776","DO NOT TRANSLATE"
"mailCode777","DO NOT TRANSLATE"
"mailCode778","DO NOT TRANSLATE"
"mailCode779","DO NOT TRANSLATE"
"mailCode780","DO NOT TRANSLATE"
"mailCode781","DO NOT TRANSLATE"
"mailCode782","DO NOT TRANSLATE"
"mailCode783","DO NOT TRANSLATE"
"mailCode784","DO NOT TRANSLATE"
"mailCode785","<title>Fishy Picture!</title>
<body>Can you get me a Fishy Picture from a
MegaSeadramon in MOD Cape?
Pretty please!
I can hardly contain my excitement!</body>"
"mailCode786","DO NOT TRANSLATE"
"mailCode787","DO NOT TRANSLATE"
"mailCode788","DO NOT TRANSLATE"
"mailCode789","DO NOT TRANSLATE"
"mailCode790","DO NOT TRANSLATE"
"mailCode791","<title>A worrying injury...</title>
<body>If it doesn't get any worse, it should
be okay, but I'm really worried!

I think Hackmon is at the Garbage Pile
at Logic Volcano...
He seems to misunderstand me, so I can't
go myself. Please go look in on him
for me. Thanks!</body>"
"mailCode792","DO NOT TRANSLATE"
"mailCode793","DO NOT TRANSLATE"
"mailCode794","DO NOT TRANSLATE"
"mailCode795","DO NOT TRANSLATE"
"mailCode796","DO NOT TRANSLATE"
"mailCode797","DO NOT TRANSLATE"
"mailCode798","DO NOT TRANSLATE"
"mailCode799","DO NOT TRANSLATE"
"mailCode800","<title>Yummy! Yummy! Yummy!</title>
<body>I have a request!
It's a delicious request...

Do you know the Seraphimon in the Server
Desert? You know, in Dead End Town.
You need to get them for me!
My mouth is watering just remembering
the taste!</body>"
"mailCode801","DO NOT TRANSLATE"
"mailCode802","DO NOT TRANSLATE"
"mailCode803","DO NOT TRANSLATE"
"mailCode804","DO NOT TRANSLATE"
"mailCode805","DO NOT TRANSLATE"
"mailCode806","DO NOT TRANSLATE"
"mailCode807","DO NOT TRANSLATE"
"mailCode808","DO NOT TRANSLATE"
"mailCode809","DO NOT TRANSLATE"
"mailCode810","DO NOT TRANSLATE"
"mailCode811","DO NOT TRANSLATE"
"mailCode812","<title>A wicked aura...</title>
<body>There is an aura of wickedness emanating
from the Concealed Gorge in Absolute
Zero! You need to get rid of it!
I'll be praying for you!</body>"
"mailCode813","DO NOT TRANSLATE"
"mailCode814","DO NOT TRANSLATE"
"mailCode815","DO NOT TRANSLATE"
"mailCode816","DO NOT TRANSLATE"
"mailCode817","DO NOT TRANSLATE"
"mailCode818","DO NOT TRANSLATE"
"mailCode819","DO NOT TRANSLATE"
"mailCode820","DO NOT TRANSLATE"
"mailCode821","DO NOT TRANSLATE"
"mailCode822","DO NOT TRANSLATE"
"mailCode823","DO NOT TRANSLATE"
"mailCode824","DO NOT TRANSLATE"
"mailCode825","DO NOT TRANSLATE"
"mailCode826","DO NOT TRANSLATE"
"mailCode827","DO NOT TRANSLATE"
"mailCode828","DO NOT TRANSLATE"
"mailCode829","DO NOT TRANSLATE"
"mailCode830","DO NOT TRANSLATE"
"mailCode831","DO NOT TRANSLATE"
"mailCode832","DO NOT TRANSLATE"
"mailCode833","DO NOT TRANSLATE"
"mailCode834","DO NOT TRANSLATE"
"mailCode835","DO NOT TRANSLATE"
"mailCode836","DO NOT TRANSLATE"
"mailCode837","DO NOT TRANSLATE"
"mailCode838","DO NOT TRANSLATE"
"mailCode839","DO NOT TRANSLATE"
"mailCode840","DO NOT TRANSLATE"
"mailCode841","DO NOT TRANSLATE"
"mailCode842","DO NOT TRANSLATE"
"mailCode843","DO NOT TRANSLATE"
"mailCode844","DO NOT TRANSLATE"
"mailCode845","<title>The end of the world!</title>
<body>He is still close!
We are getting a RustTyranomon signal
from Layer 04 in Infinite Cauldron!

We can't just do nothing about this
destructive power... This might be our
only chance to defeat him.
He can't be immortal. Please...</body>"
"mailCode846","DO NOT TRANSLATE"
"mailCode847","DO NOT TRANSLATE"
"mailCode848","<title>Please...</title>
<body>Please bring me a Large Double Disk...

Before I disappear... Please!</body>"
"mailCode849","DO NOT TRANSLATE"
"mailCode850","DO NOT TRANSLATE"
"mailCode851","DO NOT TRANSLATE"
"mailCode852","DO NOT TRANSLATE"
"mailCode853","DO NOT TRANSLATE"
"mailCode854","DO NOT TRANSLATE"
"mailCode855","DO NOT TRANSLATE"
"mailCode856","DO NOT TRANSLATE"
"mailCode857","DO NOT TRANSLATE"
"mailCode858","DO NOT TRANSLATE"
"mailCode859","DO NOT TRANSLATE"
"mailCode860","DO NOT TRANSLATE"
"mailCode861","DO NOT TRANSLATE"
"mailCode862","DO NOT TRANSLATE"
"mailCode863","DO NOT TRANSLATE"
"mailCode864","DO NOT TRANSLATE"
"mailCode865","DO NOT TRANSLATE"
"mailCode866","DO NOT TRANSLATE"
"mailCode867","DO NOT TRANSLATE"
"mailCode868","DO NOT TRANSLATE"
"mailCode869","DO NOT TRANSLATE"
"mailCode870","DO NOT TRANSLATE"
"mailCode871","DO NOT TRANSLATE"
"mailCode872","DO NOT TRANSLATE"
"mailCode873","DO NOT TRANSLATE"
"mailCode874","DO NOT TRANSLATE"
"mailCode875","DO NOT TRANSLATE"
"mailCode876","DO NOT TRANSLATE"
"mailCode877","DO NOT TRANSLATE"
"mailCode878","DO NOT TRANSLATE"
"mailCode879","DO NOT TRANSLATE"
"mailCode880","DO NOT TRANSLATE"
"mailCode881","DO NOT TRANSLATE"
"mailCode882","DO NOT TRANSLATE"
"mailCode883","DO NOT TRANSLATE"
"mailCode884","<title>Materials to collect</title>
<body>Bring me Thorny Ivy growing on the outer
walls of the Palace of Thorns in the
Ohguino Wastelands. It must be moist ivy
from the southern wall, so you have to
pick it in the morning.</body>"
"mailCode885","<title>Materials memo 2</title>
<body>I need a Speed Chip.
It's a precious item, so one is enough.</body>"
"mailCode886","<title>Materials memo 3</title>
<body>Give your partners a total of 8,000 HP!
And raise one of your partners HP to
8,001 or higher!</body>"
"mailCode887","<title>Find MagnaGarurumon</title>
<body>Without the materials I asked
MagnaGarurumon to get, we can't revive
Susanomon. He's probably in a place
where the Digimon are real tough, but...
Please find him.</body>"
"mailCode888","<title>Bring this to Dianamon</title>
<body>Please deliver this Red Gift Box to
Dianamon. I think Dianamon is somewhere
in Absolute Zero.</body>"
"mailCode889","<title>Another gift for Dianamon</title>
<body>Bring this Green Gift Box to Dianamon.
Thanks so much!</body>"
"mailCode890","<title>Bring this to Minervamon</title>
<body>I need to send a thank you for a gift
from Minervamon. Would you mind
delivering this for me?</body>"
"mailCode891","<title>Another delivery to Minervamon</title>
<body>Minervamon sent me another gift so I
have to send another thank you.
Deliver this Blue Gift Box for me, would
you?</body>"
"mailCode892","<title>Deadly punch</title>
<body>Come see me when your partners master
a deadly punch. I need a practice
partner so I can beat Bancho.</body>"
"mailCode893","<title>Sword practice</title>
<body>If your partners have a katana or sword,
I could use a training partner again.
I'll have a hard time beating Bancho
unless I sharpen my sword skills.</body>"
"mailCode894","<title>School uniform</title>
<body>Bancho wears this big flapping school
uniform. I need a training partner who's
got something like that. Even a cape or
a scarf would do the trick. Please help.</body>"
"mailCode895","<title>Lost item! Please find!</title>
<body>I dropped a precious item on a boat
somewhere! It's hard to explain, but
you'll know it if you see it. Thank you!</body>"
"mailCode896","<title>Anyone know this hero?</title>
<body>I heard there's a Digimon who's like a
superhero and beats up evil Digimon.
Supposedly he's somewhere in Ex Machina!
Has anybody seen him?</body>"
"mailCode897","<title>I'm shocked...</title>
<body>It looks like the hero I was talking
about is a Digimon named Justimon.
But I heard that this Justimon picks on
smaller Digimon... If it's true, I'll be
so sad!</body>"
"mailCode898","<title>Bring it on!</title>
<body>So you're riding pretty high now, huh?
I was nice enough to let it go last
time, but now I'm fed up! Come and pay
me a visit on Control Island in Ex
Machina and I'll give you a beating!
Count on it!</body>"
"mailCode899","<title>Find him for me!</title>
<body>That Boltmon must be somewhere...
If you spot him, let me know!
I want a piece of him! </body>"
"mailCode900","<title>I don't want to fight...</title>
<body>My screw fell somewhere near the lake...
Please tell Youkomon.</body>"
"mailCode901","<title>More clues!</title>
<body>Where was that Boltmon hiding?
Please find some more clues!</body>"
"mailCode902","<title>Please ask Myotismon</title>
<body>Can you explain the situation to the
Myotismon in your town and ask him to
help? I'm begging you.</body>"
"mailCode903","<title>Leave it to me</title>
<body>Hehe, go back to where Boltmon is.
I'll get everything ready. 
For my longtime friend.</body>"
"mailCode904","<title>Ho ho ho</title>
<body>Find me three times.
But you have to do it before the day
ends. A fun game, don't you think?</body>"
"mailCode905","<title>Please help!</title>
<body>I need five Conductor Lemons!
I'll be waiting at Power Plant #1!</body>"
"mailCode906","<title>A terrible nuisance!</title>
<body>A Digimon has taken up residence at
Ruins Lake. It's leaving garbage
everywhere! Could someone please do
something?</body>"
"mailCode907","<title>Horrible!</title>
<body>Just after I got back from resupplying
items, I was at the lake in front of the
town and someone hit me from behind!
I just know it was that MegaSeadramon
from Ruins Lake but he's acting like he
had nothing to do with it!</body>"
"mailCode908","<title>Checking conditions</title>
<body>Raise DigiFriend to 70+. One has to have
a STR of 500+, and the other a STA of
500+.</body>"
"mailCode909","<title>Conditions, part 2</title>
<body>Raise DigiFriend to 80+. Both need to
have SPD and WIS at 600+.</body>"
"mailCode910","<title>Conditions, part 3</title>
<body>Raise DigiFriend to 90+. One has to have
HP of 7,000+, and the other MP of
7,000+.</body>"
"mailCode911","<title>Final conditions</title>
<body>DigiFriend needs to be 100, and both
need STR, SPD, and WIS of 800+. </body>"
"mailCode912","<title>Yo! Yo! Yo!</title>
<body>Don't miss ya chance!
Take yerself a chance!
Get out there and dance!
Yo! Yo! Yo!</body>"
"mailCode913","<title>Meat wanted!</title>
<body>Meat! Gimme some meat!
You got some, right?
I'll trade you some vegetables!</body>"
"mailCode914","<title>Oh man... I'm melting...</title>
<body>Ice magic...please...!
Hail <mumble>...
<mumble> Statue...
Aurora <mumble>...
One of them...</body>"
"mailCode915","<title>My body...</title>
<body>Find my parts...
Five total: Torso, right arm, left arm,
right leg, left leg. Find them all. 
Considering the angle they went flying,
they're probably in Nigh Plains, Server
Desert, Ohguino Wastelands, MOD Cape, or
Faulty Ex Machina.</body>"
"mailCode916","<title>Help requested</title>
<body>I require three Corianders, three Deep
Sea Essences and five Oily Fruit.</body>"
"mailCode917","<title>Pirate items!</title>
<body>Collect the pirate items and sell 'em to
me! And make it snappy!</body>"
"mailCode918","<title>Shopping list!</title>
<body>I need someone to find the shopping
list that I dropped in Bony Resort.
Well, if you feel like it, that is.</body>"
"mailCode919","<title>Snack wanted</title>
<body>Can someone bring me a snack during
snack time? I don't know what I'd do
without my snack!</body>"
"mailCode920","<title>Weight help</title>
<body>I want to reach my perfect body weight,
so please bring me the food I need!</body>"
"mailCode921","<title>Come back</title>
<body>Within the next 24 hours, come to
Eternal Glacier and report on where you
flew off to.</body>"
"mailCode922","DO NOT TRANSLATE"
"mailCode923","DO NOT TRANSLATE"
"mailCode924","DO NOT TRANSLATE"
"mailCode925","DO NOT TRANSLATE"
"mailCode926","DO NOT TRANSLATE"
"mailCode927","DO NOT TRANSLATE"
"mailCode928","DO NOT TRANSLATE"
"mailCode929","DO NOT TRANSLATE"
"mailCode930","DO NOT TRANSLATE"
"mailCode931","DO NOT TRANSLATE"
"mailCode932","DO NOT TRANSLATE"
"mailCode933","DO NOT TRANSLATE"
"mailCode934","DO NOT TRANSLATE"
"mailCode935","DO NOT TRANSLATE"
"mailCode936","DO NOT TRANSLATE"
"mailCode937","DO NOT TRANSLATE"
"mailCode938","DO NOT TRANSLATE"
"mailCode939","DO NOT TRANSLATE"
"mailCode940","DO NOT TRANSLATE"
"mailCode941","DO NOT TRANSLATE"
"mailCode942","DO NOT TRANSLATE"
"mailCode943","DO NOT TRANSLATE"
"mailCode944","DO NOT TRANSLATE"
"mailCode945","DO NOT TRANSLATE"
"mailCode946","DO NOT TRANSLATE"
"mailCode947","DO NOT TRANSLATE"
"mailCode948","DO NOT TRANSLATE"
"mailCode949","DO NOT TRANSLATE"
"mailCode950","DO NOT TRANSLATE"
"mailCode951","DO NOT TRANSLATE"
"mailCode952","DO NOT TRANSLATE"
"mailCode953","DO NOT TRANSLATE"
"mailCode954","DO NOT TRANSLATE"
"mailCode955","DO NOT TRANSLATE"
"mailCode956","DO NOT TRANSLATE"
"mailCode957","DO NOT TRANSLATE"
"mailCode958","DO NOT TRANSLATE"
"mailCode959","DO NOT TRANSLATE"
"mailCode960","DO NOT TRANSLATE"
"mailCode961","DO NOT TRANSLATE"
"mailCode962","DO NOT TRANSLATE"
"mailCode963","DO NOT TRANSLATE"
"mailCode964","DO NOT TRANSLATE"
"mailCode965","DO NOT TRANSLATE"
"mailCode966","DO NOT TRANSLATE"
"mailCode967","DO NOT TRANSLATE"
"mailCode968","DO NOT TRANSLATE"
"mailCode969","DO NOT TRANSLATE"
"mailCode970","DO NOT TRANSLATE"
"mailCode971","DO NOT TRANSLATE"
"mailCode972","DO NOT TRANSLATE"
"mailCode973","DO NOT TRANSLATE"
"mailCode974","DO NOT TRANSLATE"
"mailCode975","DO NOT TRANSLATE"
"mailCode976","DO NOT TRANSLATE"
"mailCode977","DO NOT TRANSLATE"
"mailCode978","DO NOT TRANSLATE"
"mailCode979","DO NOT TRANSLATE"
"mailCode980","DO NOT TRANSLATE"
"mailCode981","DO NOT TRANSLATE"
"mailCode982","DO NOT TRANSLATE"
"mailCode983","DO NOT TRANSLATE"
"mailCode984","DO NOT TRANSLATE"
"mailCode985","DO NOT TRANSLATE"
"mailCode986","DO NOT TRANSLATE"
"mailCode987","DO NOT TRANSLATE"
"mailCode988","DO NOT TRANSLATE"
"mailCode989","DO NOT TRANSLATE"
"mailCode990","DO NOT TRANSLATE"
"mailCode991","DO NOT TRANSLATE"
"mailCode992","DO NOT TRANSLATE"
"mailCode993","DO NOT TRANSLATE"
"mailCode994","DO NOT TRANSLATE"
"mailCode995","DO NOT TRANSLATE"
"mailCode996","DO NOT TRANSLATE"
"mailCode997","DO NOT TRANSLATE"
"mailCode998","DO NOT TRANSLATE"
"mailCode999","DO NOT TRANSLATE"
"mailCode1000","DO NOT TRANSLATE"
"mailCode1001","DO NOT TRANSLATE"
"mailCode1002","DO NOT TRANSLATE"
"mailCode1003","DO NOT TRANSLATE"
"mailCode1004","DO NOT TRANSLATE"
"mailCode1005","DO NOT TRANSLATE"
"mailCode1006","DO NOT TRANSLATE"
"mailCode1007","DO NOT TRANSLATE"
"mailCode1008","DO NOT TRANSLATE"
"mailCode1009","DO NOT TRANSLATE"
"mailCode1010","DO NOT TRANSLATE"
"mailCode1011","DO NOT TRANSLATE"
