"Hash","string"
"3bc43d3c","Heh, no way you're going to be kicking the bucket any time
soon!"
"3ec441f5","Hahaha! Indeed! Floatia and me forever!"
"3dc44002","Hah..."
"40c444db","I can't believe I've started to enjoy this kind of
interaction. Kuzuhamon, I hope you remember who you were."
"3fc44368","You cleared the Add-On Scenario
""Revival: Three Gods of Ruin and...""!"
"11dc04d7","And how are you? Titamon is in Absolute Zero. As soon as
we know the other locations, we'll let you know."
"11dc04d6","I had a hunch, but still...MetalEtemon? Maybe we should set
up a trap?"
"11dc04d5","It will be difficult to reason with Samudramon..."
"11dc04d4","It feels strange not having Taomon around after all this
time. My nerves are somewhat on edge..."
"11dc04d2","Head to Logic Volcano ASAP and bring back Kuzuhamon!"
"11dc04d3","If the Three Gods of Ruin come to the city, then all will be
well! Still, I've got a bad feeling for some reason..."
"12dc064a","...Hm? Oh, I'm fine. I was just thinking about something..."
"12dc064b","MetalEtemon has come back to life too... So, going by the
order in which everything has happened..."
"12dc0648","Samudramon appeared in Faulty Ex Machina...which means..."
"12dc0649","I am very grateful for all you've done. Thank you."
"12dc064e","Please look in on Kuzuhamon from time to time. I'm sure
you're up to the task."
"13dc083d","You appeared just at the right time again."
"13dc083c","I wouldn't exactly say I'm living in luxury here, but with
no opportunity to fight, I can feel myself getting rusty."
"13dc083f","I thought MetalEtemon would revive. I wish Reincarnation
improved the Digimon's personality too!"
"13dc083e","It's difficult to imagine a mature, diligent MetalEtemon..."
"13dc0839","Yukimura and I'll head out too!"
"13dc0838","We can't, Kouta. We have to protect our fortress--I mean,
the city."
"13dc083b","Come to think of it, Taomon's sneaked out before, right?"
"13dc083a","Hmm, I knew he liked to check on the city sometimes, but
I didn't know it went beyond that. Trust you to know, Kouta."
"13dc0835","I hope Kuzuhamon and the others can learn to feel at home
here."
"13dc0834","It would be surreal to have dinner with the Three Gods of
Ruin."
"cdbfd38","Everything will be fine. It always works out."
"cdbfd39","It's possible the city will be attacked, but we'll handle
anything that's thrown at us."
"cdbfd3a","I remember how desperate I felt when Server Tower went down."
"cdbfd3b","Maybe it should be fixed?"
"cdbfd3c","The last two are tough customers, but with Shoma on our side
we should be able to deal with them."
"cdbfd3d","I like a good fight from time to time, but I'm not sure I'd
want to come up against those two."
"cdbfd3e","Just Kuzuhamon to go. I wonder what happened between him and
Taomon. I wanna know!"
"cdbfd3f","Yeah, it intrigues me too, to be honest! Hee hee!"
"cdbfd30","Sorry we have to rely on you yet again. I wish I could help
more, so I could brag about it to everyone..."
"cdbfd31","You brag enough already..."
"ddbfeab","Shoma should give the orders! That's okay, right...?"
"ddbfeaa","I knew Kuzuhamon wouldn't stay gone long! I wonder whether
he'll come to the city or not."
"ddbfea9","MetalEtemon gave me a Luck Coin! Does that mean it's getting
a bit nicer?!"
"ddbfea8","Taomon's missing! Find out what you can, quickly!"
"ddbfeaf","You're the best, {0}! Great work!"
"edc001e","So, we're going after Titamon first. It's not going to be an
easy fight, but it'll be great to have him in the city."
"edc001f","Titamon and Ogremon are part of the demon Digimon elite.
I've had a few run-ins with them in the past."
"edc001c","It looks like Tsuzuki's having a tough time. It's up to you
to help him out."
"edc001d","You work really well with others. You really are an
excellent student!"
"edc001a","Taomon and Kuzuhamon were like siblings. As an only child, I
always wanted an older brother."
"edc001b","By the way, you should speak to Titamon. He's got some
interesting tricks up his sleeve."
"edc0018","If you have time, you should go see Titamon."
"edc0019","I wouldn't expect anything less from you. Let's do this
again when you're free."
"fdc01f1","Why can't we ever find anything straight away...? Sorry. I'm
just a little frustrated."
"fdc01f0","Awakening new abilities through Reincarnation, huh? That's
got my curiosity piqued."
"fdc01f3","We still have to deal with them. Things could get real bad
if we get on their bad side."
"fdc01f2","Samudramon's in another dimension. He and Mastemon don't
really see eye to eye..."
"fdc01f5","Kuzuhamon reminds me of someone I know, although I reckon
their personalities differ."
"8dbf68c","I had a feeling something bad would happen, and it has..."
"9dbf87f","Let's speak at Jijimon's house. We have to deal with this
ASAP."
"16de4b6d","Is it just me or does ""Three Gods of Ruin"" sound like a
heavy metal band?!"
"15de49fa","I have no idea what goes on in your head sometimes..."
"8803c1b6","Hey!"
"8703bfc3","?!"
"8603be50","So far so good. All that's left to do is fight..."
"8d03c955","Sorry, I guess I should explain what's going on first.
I have info on Titamon's new ability."
"8c03c7e2","He's able to summon Tamers from a different dimension,"
"8b03c60f","and call forth two partners from the past or the future."
"8a03c49c","Heeey!"
"9103cf81","(' ')"
"9003ce2e","!"
"83017b20","This may sound like a cop-out, but I want to be in top shape
when I fight you."
"84017c93","I'm getting antsy. Right! Let's go, partner!"
"940851a8","DO NOT TRANSLATE"
"97085661","DO NOT TRANSLATE"
"9608548e","DO NOT TRANSLATE"
"95956983","Okay... You win."
"96956b76","I've got zero excuses right now. I guess you've just got to
find some things out for yourself."
"97956ce9","I have a new goal now: I'm going to learn how to raise two
partners."
"98956e5c","When I do, be prepared to fight me again. Does that sound
good?"
"99956fcf","All right. This was fun!"
"9997aea6","Hmm? You want to fight again? Fine by me."
"9897ad33","It'll be nice to know whether the last battle was a fluke,
right? Don't hold back, okay?!"
"f3453621","Hey, {0}."
"f0453168","Titamon created this space. It's a dimension where only
chosen Tamers can fight extreme battles."
"f14532db","You can call forth two partners from the past or the future."
"f6453afa","Titamon found the perfect opponent for you."
"f7453c6d","This is like a dream come true for me. Show me what you've
got!"
"c97c23b4","Even with all that force coming at you, you still emerged
victorious."
"cc7c280d","But, let me say this... One day--make no mistake--I will
defeat you. Then my dream will really have come true."
"cb7c269a","Heh, that was fun!"
"69bcb827","Good to see you, {0}. You have arrived in the
middle of quite a commotion."
"69bcb826","It looks like all the public toilets in the Digital World
have been taken over by a band of Sukamon!"
"69bcb825","The toilets in Floatia seems fine, but nine other places
have been affected!"
"69bcb824","I don't know why they would do such a thing, but it's most
alarming."
"69bcb823","We went and checked the places out."
"69bcb822","The Sukamon have really jammed themselves inside, and don't
plan on coming out any time soon."
"69bcb821","I was thinking of smacking them out of there..."
"69bcb820","If you did that, the toilets would be wrecked. You're all
brawn and no brains sometimes."
"69bcb82f","Things are going to get worse unless they come out soon."
"69bcb82e","Kouta and I are working to get portable toilets delivered
to all the affected areas."
"6abcb99a","It's still not enough, though. We're running short on them
fast."
"6abcb99b","We haven't been able to get any to the west of the Ohguino
Wastelands..."
"6abcb998","Things are looking dire, and we need you. Can you help us?"
"6abcb999","We're counting on you, {0}."
"6abcb99e","No problem!
...Wait. Counting on me to do what?!"
"6abcb99f","DO NOT TRANSLATE"
"6abcb99c","I knew we could rely on you!"
"6abcb99d","It's up to you to deal with the Sukamons!"
"6abcb992","Oops! Didn't I say?! Help us out with the toilet situation!"
"6abcb993","You really are a Savior, {0}!
Isn't that right, Himari?"
"6bbcbb0d","Ahaha! Indeed you are, {0}!"
"6bbcbb0c","I'm sorry we can't help, but we've got our hands full."
"6bbcbb0f","Are some Numemon playing tricks? I'll go talk to them!"
"6bbcbb0e","Luche, we were in the middle of praising
{0}'s efforts... Don't butt in..."
"6bbcbb09","Hmm... Actually..."
"6bbcbb08","It might be a good idea to talk to Sukamon and Numemon in
the city. They may have some ideas about what to do."
"6bbcbb0b","Talk to Numemon, Sukamon, and PlatinumNumemon in the city.
Thanks, {0}."
"6bbcbb0a","Phew! That's a load off my mind!"
"6dbefcca","Hello, {0}.
How's the toilet thing coming along?"
"6dbefccb","Sorry to put this on you, but I do appreciate the help."
"6dbefcc8","So how's it going? Sorry, I can't help out."
"6dbefcc9","If Kouta was here, he'd lend a hand, but he's still not back
from distributing the portable toilets."
"6dbefcce","I'm crazy busy, too. Anyway, I'm sure you've got this!
Hee hee!"
"6dbefccf","I'm sorry you have to deal with this by yourself,
{0}."
"6dbefccc","Of all the times for this to happen... Something strange is
going on..."
"6dbefccd","Hi, {0}! What's up? I wanted to help with the
Numemon too, y'know!"
"6dbefcc2","What?! You've seen a good-looking Numemon?! I wanna see it,
too!"
"6dbefcc3","I can't believe I have to lug toilets around...
It's best to try and stay positive though, I guess..."
"6cbefb57","If the Sukamon are working as a group, maybe KingSukamon's
responsible? I don't have any idea how those guys think."
"6cbefb56","I'm sooo not interested in this case. Is it because it
grosses me out or because it's too much of a pain?"
"6cbefb55","Has something happened? Let me know when you're done and
I'll come and claim all the rewards!"
"6cbefb54","Rina! As a member of the Royal Knights, you cannot be
serious! Don't say such things!"
"6cbefb53","Sorry, but I'm still not back to full power. This one's all
yours, {0}."
"6cbefb52","Who would have thought the Sukamon and Numemon would join
forces? Make sure you conduct a thorough investigation."
"bff2dc3a","I'm not in the mood for talking, but whatever..."
"bff2dc3b","I got sent a summons via DigiMail. Apparently the same mail
was sent to all Numemon, calling them to action."
"bff2dc38","Apparently an influential Sukamon general has also headed
out... This could turn into an all-out war..."
"bff2dc39","But that's not my bag, so I just ignored the mail. I like it
here."
"bef2da47","Wha-wha-what?! All the public toilets have been taken over?!"
"bef2da46","Yeah, I did get a DigiMail."
"bef2da45","But I love this ground so much I could just bury myself in
it..."
"bef2da44","I can't describe how good it feels! There's no way I could
ever leave it..."
"bef2da43","Hmm? What should you do about the toilet thing? Well, us
Sukamon can't resist Fossilized Poop."
"bef2da42","If you find some of that, you'll probably be able to lure
them out. It's not easy to get hold of though..."
"bdf2d8d4","I heard rumors that some Sukamon and Numemon have locked
themselves in public toilets... What?! It's true?!"
"bdf2d8d5","I got a DigiMail, but figured it was just a prank. Of
course, even if I thought it were serious, I wouldn't go."
"bdf2d8d6","I have a soft spot for shiny things. There's nothing I love
more than being surrounded by beautiful things here."
"bdf2d8d7","What can you do to solve the problem? Hmm... I believe
General Numelfos has been dispatched to the Vast Plateau."
"bdf2d8d0","Let him get a whiff of some Organic Vintage Digimoss and
he'll be like putty in your hands. That'll get him out."
"bdf2d8d1","Organic Vintage Digimoss is being grown in the small room
next to the Captain's Cabin on the MOD Ship."
"bdf2d8d2","I'll send a DigiMail!"
"baf095a4","I dunno anything else... I just got that one DigiMail.
That's all."
"baf095a5","I'm gonna be in so much trouble for ignoring that
DigiMail... I don't dare to move from this spot..."
"782cfca5","Hmmm... If you like that kind of junk, I can find some more
for you. Come back when you feel like it..."
"7d41c1ca","Mmm... This place is perfect for me..."
"baf095a6","Umm... No, I can't think of anything else that'll help you."
"f5fb125c","Bloop-blup! It's me! Sukamon in the house!"
"f5fb125d","Jijimon said I could probably help out in the Agricultural
District."
"f5fb125e","But what should I do? I don't really know, but whatever,
right?!"
"f5fb125f","I'll make it up as I go along. Let's do this!"
"87b30217","Oh yeah! I've got something to tell you!"
"87b30216","That curse you got--<icon>呪い</icon>, right? I know how to
reduce its effects."
"87b30215","There's only one thing... It might affect your <icon>機嫌</icon>..."
"87b30214","So whaddya say? Interested?!"
"87b30213","Okay ({1}).
Okay ({2}).
No."
"baf095a7","What's up? Have you made progress? Did those idiots give up?"
"baf095a0","Please find a solution quickly. This is all just so
embarrassing... Give me shopping any day!"
"a3a81d67","Tee hee hee! Tata for now, {0}!"
"a3a81d66","I've got plenty of funds, so I want to contribute to the
town by shopping!"
"a3a81d65","This store is my favorite! I practically live here!"
"a3a81d64","If you know what it feels like to be rich, come see me! I'll
give you a token of my friendship."
"928ec7ec","Wow! This place is full of things I want! I'll take that and
that... I'll take all of it!"
"928ec7ed","You know... Not having money problems is a problem in
itself."
"2cf804ff","(Someone's locked themselves inside... You need to find a
way to get in.)"
"26f5bcf6","(You now smell of Organic Vintage Digimoss.)"
"fbc03399","That divine smell... What?! I thought you were an ally!"
"fbc03398","Even with the Enforcer out of the picture, I knew you, the
world's Savior, would not be so easy to deal with."
"fbc0339b","I am Numelfos the Light-Speed, ruler of the Nigh Plains!"
"fbc0339a","Um, so why are you doing this?
Can you just stop with the toilet nonsense?"
"fbc0339d",""
"fbc0339c","To fulfill my dream of uniting the Numemon and the Sukamon!"
"fbc0339f","And so everyone can poop outside!"
"fbc0339e","For the sake of the union between Numemon and Sukamon, I
cannot comply."
"fbc03391","There are two things you can do: Either leave, or go poop
outside!"
"fbc03390","(Poop outside? Am I seriously being asked to go to the
toilet in the street?!)"
"f8c02ec0","I am a noble warrior; I do not rest until I have fulfilled
my duty."
"f8c02ec1","There is nothing else for me to say: These toilets are mine!
I am Numelfos the Light-Speed! You cannot catch lightning!"
"ffc039c5","Well done, Savior of the world..."
"ffc039c4","In the Server Desert you'll find Moraigel. Though you have
defeated me, Moraigel will not be so easy."
"ffc039c7","If you should meet Skaffelt on your journey, pass along this
message: The secret to the crown is with the princess."
"ffc039c6","Long live the Realm of Outdoor Poop!"
"ffc039c1","(It flushed itself down the toilet... What in the world is
the Realm of Outdoor Poop?)"
"ef6bbfcc","Hm? Do I smell Numelfos?"
"ef6bbfcd","Egad! 'Tis you! The one who saved the world!"
"ef6bbfce","For someone who smells of Organic Vintage Digimoss to come
here... It can only mean one thing. Numelfos has fallen..."
"ef6bbfcf","Now you have defeated Numelfos, I suppose you intend to
challenge me?"
"ef6bbfc8","Meaning you are against doing your business outside..."
"f26bc485","I do not loathe you. In fact, I have the greatest respect
for you."
"ef6bbfc9","However, I am a warrior, and you understand that I must do
what I can for the sake of the Realm of Outdoor Poop."
"ef6bbfca","I just came to talk.
Sorry, but, um, what...?"
"ef6bbfcb",""
"ef6bbfc4","There is nothing left to say! I, Moraigel, am overflowing
with rage!"
"eb6bb980","Grnnf... I see you have rage within you too...and an
indomitable fighting spirit..."
"eb6bb981","In the depth of Logic Volcano you will find the Flame Lands,
which holds something even I know not about."
"eb6bb982","The Sukamon leader, Puplang, guards something there, I hear.
Possibly a fossil."
"eb6bb983","All that the defeated have left to do is fade... Long live
the Realm of Outdoor Poop!"
"eb6bb984","(It flushed itself down the toilet...)"
"adee1223","(You got Fossilized Poop!)"
"adee1222","What do you intend to do with that Fossilized Poop?!"
"aeee1396","What? Why! If it isn't the Savior!"
"adee1221","I heard that Numelfos and Moraigel had retreated. Now I know
why..."
"adee1220","I thought you were a mere Fossilized-Poop thief, but I see
you were instead using it to trick me!"
"adee1227","Have at you! I shall beat the poop out of you! Hrrnnngaagh!"
"adee1226","Such a rush! I have not felt like this since I found a
rather glorious poop outside!"
"adee1225","The mere thought of it loosens my bowels in the best
possible way!"
"adee1224","..."
"adee122b","A hundred years have passed! Puplang the Stone is here!"
"b1ee186f","Holy doodie, I lost... The Realm of Outdoor Poop and I can
no longer be as one..."
"b1ee186e","You can summon Geryl Panzer of the MOD Ship by striking
the Fossilized Poop and letting the noise ring out..."
"b1ee186d","Long live the Realm of Outdoor Poop!"
"b1ee186c","(The sound of a toilet flushing rang out in the distance...)"
"da9c1756","Is that the delicate sound of Fossilized Poop, I hear? So
bewitching..."
"da9c1757","What?! Do my eyes deceive me?! Are you the Savior?!"
"da9c1754","The fact you are in possession of Fossilized Poop must mean
Puplang has fallen..."
"da9c1755","Though it is pointless to fight at the whim of the Slate of
Prophecy, I fear I must do just that..."
"da9c1752","We don't need to fight. What's going on?
What's ""the Slate of Prophecy""?"
"da9c1753",""
"da9c1750","I shall tell you all I know...if you can beat me, that is!"
"de9c1d82","Hmmm... This fight was written on the Slate of Prophecy..."
"de9c1d83","...which was found in the Drainage Path."
"de9c1d80","It was foolish to fight a war for the sake of a slate not
soiled by poop..."
"de9c1d81","But it was impossible to resist its pull, like the tickly
feeling one gets before emptying one's bowels."
"de9c1d86","I cannot put a stop to its power..."
"de9c1d87","The one who found it, Corellus, resides in the Ohguino
Wastelands. Don't expect him to fight fair. Be careful."
"de9c1d84","Savior...Though it is not my place to ask this of you, I beg
you: Stop the king! Farewell! Long live the king!"
"de9c1d85","(The Slate of Prophecy? The king?)"
"62d7bf35","WHAT?! ARE YOU THE ONE WHO SAVED THE LAND?"
"62d7bf34","FORGIVE ME, BUT I CANNOT LET YOU PASS..."
"62d7bf37","Gwahahee! Can you really defeat this one 'ere, Savior?!"
"62d7bf36","?!"
"62d7bf31","These Digimon work for 'ere yours truly so's they can 'ave
the right to use the toilets."
"62d7bf30","It seems yer portable toilets didn't make it this far!"
"62d7bf33","Take it to 'em, my foul, glorious shining soldiers! So,
Savior, d'ya really think ya can defeat 'em?"
"62d7bf32","Are ya goin' to show your hide an' run away or just poop
yourself?!"
"62d7bf3d","You disgust me!
Okaaayyy..."
"62d7bf3c",""
"5fd7ba7c","Gwahaha! Such praise! It's music to me ears!"
"5fd7ba7d","Gruhuh? Are ya tryin' to brush us off?"
"5fd7ba7e","Gruhaaagh! Go, get'em, soldiers! I'll be rootin' for ya
from me toilet!"
"5ed7b889","ARG! IT APPEARS I HAVE BEEN SLAIN... CORELLUS, FIGHT IN MY
STEAD."
"5ed7b888","IF YOU CANNOT, I SHALL DESTROY THIS PUBLIC TOILET AND YOU
WITH IT!"
"5ed7b88b","Eeek! You shouldn't break the toilet! That's not very nice!"
"5ed7b88a","WE ARE DONE FOR. WE ARE AS USELESS AS WE WERE BEFORE THE
CONTRACT WAS SIGNED..."
"5ed7b88d","I SHALL UNLEASH THE GIGAWATT LASER TO DESTROY BOTH THE
TOILET AND YOU!"
"5ed7b88c","Eek! Wait! You can't just wipe me, the mighty Corellus, out!"
"5ed7b88f","Soon the Platinum Glory will take the crown an' lead the
tribe! If that 'appens, yer finished!"
"5ed7b88e","Too-da-loo!"
"5ed7b881","CORELLUS HAS ESCAPED... FORGIVE ME... THIS IS WHAT I SHOULD
HAVE DONE TO BEGIN WITH..."
"5ed7b880","IN THE PALACE OF THORNS AWAITS SKAFFELT, PROTECTOR OF ITS
TOILETS, AND A MOST HARDY WARRIOR..."
"5bd7b430","THE NOBLEST OF SORTS, REALLY, WHO EVEN CAME HERE TO
NEGOTIATE WITH CORELLUS..."
"5bd7b431","APPARENTLY SKAFFELT EVEN SECRETLY ALLOWED SOME OF THE
YOUNGER DIGIMON TO USE THE PALACE'S TOILET."
"5bd7b432","IF YOU INTRODUCE YOURSELF, YOU MAY BE GRACED WITH THE
NOBLE'S PRESENCE. FAREWELL..."
"c5b506c8","I believe I have yet to have the pleasure, Savior. You may
call me Skaffelt."
"c5b506c9","(You passed on Numelfos's message.)"
"c5b506ca","Gadzooks! Numelfos left the secret of the crown with the
princess?!"
"c5b506cb","Zounds! The crown's Secret Phrase was the key to it all. If
only I had known sooner..."
"c5b506cc","If the Secret Phrase and the Slate of Prophecy were
different, things would not have come to this."
"c5b506cd","Still, it appears that all this is tied to fate. Things are
too far gone to stop them now."
"c5b506ce","I do not wish to harm you, but as a follower of the king, I
fear I must. And I shall not hold back!"
"c5b506cf","Egad! What?!"
"c5b506c0","I 'eard you sayin' bad things about me. This poison will
stop ya from spoutin' such things again, Skaffelt!"
"c5b506c1","I'll be reportin' yer treachery to the king! Yer finished!
Too-da-loo!"
"c8b50b81","Damn you, Corellus, you pitiful snake..."
"c8b50b80","Poison?! Are you okay...?
Is there some kind of antidote?"
"c8b50b83","This is nothing... I can handle it..."
"c8b50b82","I am a warrior to the last and as such cannot flee a battle!
I, Skaffelt the Thunderous, will not be deterred!"
"c9b50d74","I know why they call you Savior... My apologies, but it is
time for me to bow out..."
"c9b50d75","I must go after Corellus. Though I doubt the king would
listen to that swine, there may be others involved."
"c9b50d76","You will no doubt encounter Kaoriel soon enough... She is
the Princess of Numemon,"
"c9b50d77","and when you meet her, tell her I said to flee for the sake
of that which I entrusted to her."
"c9b50d70","Our code phrases: ""This is a most fortuitous coincidence!""
and ""Last night I dreamed we would meet again."""
"c9b50d71","My apologies, but you must do this for me."
"c9b50d72","Finally, if you tell Modorius of Bony Resort that you undid
Skaffelt, he will probably come out."
"c9b50d73","It is likely that he knows some things... Alas, he and I do
not get along...really..."
"c9b50d7c","Anyway, that is of little importance. I must be going now,
Savior! Fare thee well!"
"3001c61f","I defeated Skaffelt.
I have something to say about Skaffelt, your Modoriusness."
"3001c61e","Are you serious? My Skaffelt?! Does that mean that you are
the Savior?"
"3001c61d","I see... So where is my Skaffelt now?"
"3001c61c","(You passed on Skaffelt's message.)"
"3001c61b","Skaffelt is pursuing Corellus?! I refuse to believe that!
The Princess is the one being pursued!"
"3001c61a","Oh, my aching heart! I know Kaoriel is a PlatinumNumemon and
I am a Geremon..."
"3001c619","Of course we differ, but there is no purer love than the
love I feel for Skaffelt!"
"3001c618","Anyway, do you know about the Slate of Prophecy?
Skaffelt mentioned something about a prophecy..."
"3001c617","Oh my aching h--Prophecy, you say? Yes, it states that the
Sukamon and Numemon will all perish."
"3001c616","It was written on a slate found in the Drainage Path. ""Seek
the Realm of Outdoor Poop and thine lives shalt be spared."""
"3101c7f2","When it was found, it caused a huge stir above and below the
ground, resulting in the king ordering the invasion."
"3101c7f3","No way! So what about the crown's secret?
So, uh, do you know about the secret of the crown too?"
"3101c7f0","That was also written on the slate. ""In victory, the Sukamon
king must proffer his crown to the Platinum Glory."""
"3101c7f1","Apparently the same thing is written on the crown, though I
cannot read the writing."
"3101c7f6","I presume it means the right to the throne will be passed on
to a PlatinumSukamon."
"3101c7f7","But that has nothing to do with us Numemon. You need to be
a Sukamon to rise to the throne."
"3101c7f4","I think that is enough for now. With Skaffelt gone, you and
I can have some fun, Savior."
"2c01bfd3","That was most enjoyable, but I am done..."
"2c01bfd2","Kaoriel of Absolute Zero is our princess. She cannot be
defeated."
"2c01bfd1","Oh, by the way, you may have this, for I no longer need it."
"2c01bfd0","(You got the Stone Shard.)"
"2c01bfd7","The day before the slate was found, Corellus was moving
something around and tripped. Then I heard something break."
"2c01bfd6","That is when I found this. I was going to give it to
Skaffelt..."
"2c01bfd5","...but instead you can have it. I shall bid you adieu,
Savior. Long live Skaffelt!"
"2aa69792","..."
"2aa69793","This is a most fortuitous coincidence!"
"2aa69790","Last night I dreamed we would meet again.
Last night I screamed at my feet again.
Last night I something something something..."
"2aa69791","Those are the secret phrases Skaffelt and I agreed on!"
"2aa69796","(You passed on Skaffelt's message.)"
"2aa69797","Oh my! I have indeed been entrusted with something very
important..."
"2aa69794","Skaffelt told you that?"
"2aa69795","I see."
"2aa6979a","I have caused real trouble for those in this area. Consider
this place relinquished."
"2aa6979b","Now I must do my best to deliver the message about the
crown's secret without Corellus or Diarius catching on."
"29a6963f","...?"
"29a6963e","Oh, Diarius is a PlatinumSukamon who issues orders to
Corellus."
"29a6963d","He leads the Sukamon, and is a most treacherous fiend who
despises Skaffelt."
"29a6963c","Please be careful. Diarius is utilizing the king's army
elite,"
"29a6963b","and thus wields immeasurable power."
"29a6963a","Diarius is an arrogant fool, so if you call his name he
should make himself known."
"29a69639","Farewell. I must go fulfill my duty!"
"29a69638","Kindly leave."
"7eca2bdc","Diarius, show yourself!
Diiiaaarrriiiuuuussss!
Greetings. Is this the Diarius residence?"
"7eca2bdd","Heh heh heh! You dare use my name, Savior?! I have been
expecting you!"
"7eca2bde","Hah! Feast your eyes on my troops! They shall make you
suffer!"
"7eca2bdf","You dare to resist? Good! I would not expect anything less
from the damned Savior!"
"7eca2bd8","Do your worst! Do you really think you can hold a candle to
the king's elite?!"
"7aca2590","Heh heh! As I expected, you are indeed a worthy opponent,
Savior!"
"7aca2591","If you really are fearless, come to the king's room! Heh!"
"7aca2592","...!"
"dec28129","Sire! Sire! It is a wretched intruder!"
"dec28128","!"
"dec2812b","What is this? You dare approach this sacred ground without
bringing an offering?!"
"dec2812a","(You gave the king the Fossilized Poop.)"
"dec2812d","Why! This is fossilized poop, is it not?! My! What a
splendid gift this is!"
"dec2812c","Sire, kindly hold on one moment, please! This c-cretin
should not be--"
"dec2812f","Why do you want everyone to do their business outside?
What's this prophecy thing all about?"
"dec2812e",""
"dec28121","Just this once, I shall give you the honor of an
explanation! Buried in a pile was the Slate of Prophecy!"
"dec28120","We found it in our sacred Drainage Path! Judging by how deep
it was buried, it must be over five billion years old!"
"dbc27c50","Sire! You do not need to entertain low-lifes such as this!"
"dbc27c51","Hold your tongue, Diarius! All gifts should be rewarded with
thanks, and this is how I choose to show my appreciation!"
"dbc27c52","On the slate was written:"
"dbc27c53","""Thou shalt perish. Seek the Realm of Outdoor Poop and thine
lives shalt be spared."
"dbc27c54","In victory, the Sukamon king must proffer his crown to the
Platinum Glory. The words shall be inscribed on the crown."""
"dbc27c55","You see? What a terrifying prophecy!"
"dbc27c56","What am I supposed to do?! I cannot just let our tribe die
out!"
"dbc27c57","So what if we seek the Realm of Outdoor Poop? People will
just have to do their business outside! Nothing more!"
"dbc27c58","What are the words on the crown?
You don't actually believe this nonsense, do you?"
"dbc27c59",""
"dcc27dc3","This crown is what made me king! Before that, I was a
regular Sukamon..."
"dcc27dc2","However, I cannot read the inscription! A codebreaker was
summoned, but alas even they could not decipher its meaning."
"dcc27dc1","But thanks to the slate, we know it says, ""In victory, the
Sukamon king must proffer his crown to the Platinum Glory."""
"dcc27dc0","So you see, the crown gave us our only option, our only ray
of hope!"
"dcc27dc7","Sire! This fiend has felled our entire army, and so
absolutely cannot be trusted!"
"dcc27dc6","What?! This person defeated my army?!"
"dcc27dc5","Yes, Sire! What is more, they are the world's Savior,"
"dcc27dc4","and utilize two partners with formidable power, who could
make demons and gods quake in their boots!"
"dcc27dcb","What, what, whaaat?! You mean they are here to bring about
our destruction?! We really are in deep doodie!"
"dcc27dca","Indeed. However, I fear that even our entire army could not
help us..."
"e1c285e2","We have nothing left to do now but proffer the crown to the
Platinum Glory..."
"e1c285e3","Sire, hold on one moment, please!"
"e1c285e0","Skaffelt?! I thought you were six feet under! Leave us! How
dare someone of your standing enter this sacred place!"
"e1c285e1","The destruction of the Sukamon is all a baseless lie!"
"e1c285e6","Kaoriel can verify it! The truth shall be brought forth!"
"e1c285e7","Silence! You should know your place, Skaffelt!"
"e1c285e4","You are a Numemon of lower standing! Begone with your
terrible jokes!"
"e1c285e5","I shall not be silenced, Diarius! It was you who caused the
ruckus over the slate!"
"e1c285ea","It was all a nefarious plot, devised to steal the crown!"
"e1c285eb","This scum confessed everything!"
"e2c28755","Ack! Forgive me, Diarius!"
"e2c28754","Corellus?! You fool!"
"e2c28757","With the fake prophecy, you brought the Sukamon and Numemon
to the edge of chaos, opposing both Savior and Enforcer!"
"e2c28756","You pushed us to the brink of extinction, all so you could
take the crown for yourself!"
"e2c28751","Show some respect, Skaffelt! The words on Slate of Prophecy
are for the king and the king alone!"
"e2c28750","Corellus himself admitted that you, Diarius, had faked the
slate!"
"e2c28753","Hah! And what does that prove?! Nothing! You think you can
fell me with your weaselly words?!"
"e2c28752","Your actions are nothing more than treason! Exterminate this
monster! Exterminate him!"
"e2c2875d","(You gave the king the Stone Shard.)"
"e2c2875c","What is this fragment of stone supposed to mean? It looks
familiar..."
"dfc2829c","Where did you find this?!"
"dfc2829d","Aha! It fits the missing place in the slate perfectly!"
"dfc2829e","(You explain that Modorius found the piece the other day,
after Corellus had dropped the slate.)"
"dfc2829f","Your evil shall be punished! You dare to call yourself a
Sukamon?!"
"dfc28298","Have at you!"
"dfc28299","Damn you, Skaffelt!"
"dfc2829a","Now I can finally bring your evil reign of terror to an end!
This is for all my fallen comrades!"
"dfc2829b","Extreeeeeeme Poop Death!"
"dfc28294","Bwaaaaaaarrrg!"
"dfc28295","Skaffelt, you impress me! I did not know you could use that
move, too!"
"e0c2840f","...Wait! That must mean you are the Platinum Glory!"
"e0c2840e","I am afraid not, Sire."
"e0c2840d","The Platinum Glory was made up by Diarius in order to steal
the crown."
"e0c2840c","Are you absolutely sure?!"
"e0c2840b","I am. The inscription on the crown differs from the writing
on the Slate of Prophecy."
"e0c2840a","Diarius knew that the words on the crown had not been
deciphered,"
"e0c28409","and so he used that to his advantage."
"e0c28408","It turns out that Numelfos of the Vast Plateau is an
authority on ancient digital languages."
"e0c28407","When the war broke out, he solved the mystery of the crown's
words."
"e0c28406","However, as a Numemon, he was not able to inform you, Sire,
of their meaning."
"e5c28c2e","Why in the world not?!"
"e5c28c2f","Well, the, um, inscription was discovered to be...well...
not very flattering..."
