"Hash","string"
"643f50e6","Wonderful... We hope this power brings forth a new
adventure..."
"633f4f73","The day will surely come when our power will be needed..."
"623f4d80","When the time comes, do not hesitate to call on us... I can
see it, the moment we join forces!"
"693f5885","Omegamon and Alphamon joined the city!"
"2b420420","GWAAAAAR!!!"
"2e4208f9","...Nngh! Hey, you! Did you come to get in my way?!"
"2d420706","My body is being controlled by some unknown rage... I can't
control myself like this."
"30420bdf","Won't you move, human? I don't know what'll happen if you
don't!"
"2f420a6c","I'll do whatever it takes to stop you!
(I'm a little scared, let's back off for now...)"
"32420f25","Th...This anger... G...GWAAAAAR!!!"
"31420db2","Yes, run, human!"
"2592329b","Back, are you?! You can't stop my body filled with anger and
aggression!"
"2692340e","If you insist on staying, knowing this, then all this anger
and aggression will be directed at you!"
"fbc9202e","Hrrm? My anger...this heat...it's disappearing...?
This is...a fish bone...?"
"fac91ebb","I see, this was stuck in my throat...heh...ha ha ha ha!
This must come from the thousand fish I ate for strength."
"f9c91cc8","I'm sorry, human, but thanks to you my body is back to the
way it was. I can help you now!"
"c927cd","Examon joined the city!"
"6b5e0e9d","Ho ho ho...I've found you... {0}, was it?"
"685e09c4","I am Lilithmon, one of the Seven Deadly Digimon. You're the
one who saved this world, aren't you?"
"695e0bb7","I heard the rumor and wondered exactly what you're made of.
But you're such a scrawny runt... Color me unimpressed."
"665e06fe","I can't imagine you'd be able to satisfy me..."
"675e0851","Oh well...I'll let you fight me to kill some time."
"645e0398","...?"
"655e050b","...Jeez, you're thick! Looks like your brains need some
work, too... Fine, I'll make this simple: come fight me!"
"625e00b2","Let's do it!
I can't right now!"
"635e0225","Ho ho, let's dance! It's been a while since I fought...
I won't forgive any negligence on your part!"
"506022f3","How dull. I can't believe how dull you are..."
"e70c21be","You're back, {0}...still as scrawny-looking as
ever, huh. Now, will my words get through to you this time?"
"e60c1fcb","You'd better relieve my boredom, and fight me this time!"
"1be4f86b","Ho ho ho! How enjoyable, {0}! Quite different
from my vulgar battles with the other Deadly Digimon."
"1ce4f9de","You are quite interesting, human... Perhaps I can lend you
a little bit of help."
"1de4fbb1","Unlike the other Seven Deadly Digimon, I can be quite
accommodating... See you soon!"
"1ee4fd24","Lilithmon joined the city!"
"9a99e88b","Hmm, haven't seen your face around. Is this your first time
here?"
"9a99e888","This is Ohguino Wastelands. It's a battleground!"
"9a99e88a","The Meaty Troops and Veggie Troops are waging war here!
You'd better scram if you don't wanna get mixed up in it!"
"8005124e","Oh, you wanna know who I am? I'm Agumon, the 'mon acting as
the Meaty Troops' gatekeeper at Leomon's behest!"
"7f0510db","That's why I can't let any suspicious guys through. And to
be honest, you definitely fit the bill!"
"7e050f68","It'd be awful if you ended up being a spy for the Veggie
Troops! And to make matters worse, we're losing ground!"
"85051a6d","If you want to get past here, you'd better take me on!"
"840518fa","I don't really get it, but let's go!
I'll turn back for now..."
"83051707","You think you can beat me with that weak, veggie-fueled
body?! Face the power of meat, baby!"
"82051594","Leomon told me not to let you through!"
"af75e9ad","You again! It'll be the same no matter how many times you
come here! I'll never let a Veggie Trooper through!"
"ac75e4d4","I'll show you the power of meat! Yaaaargh!"
"45ba8c40","I lost! How could meaty power lose to veggie power?!"
"48ba9119","Wait...you're not with the Veggie Troops? You had no idea
the Meaty Troops and Veggie Troops were fighting each other."
"47ba8fa6","Hey, maybe that strength could help out the Meaty Troops...
Go talk to Leomon! I'm going to the city, so please help us!"
"4aba947f","Agumon joined the city!"
"5b28c4cb","Hey, you...have you seen my sandbag around?"
"5c28c6be","?"
"5d28c811","My name is Gaomon! I'm training sunup to sundown to get
ready for the boxing tournament!"
"5e28c984","But wouldn't you know it, I turn away for one second and my
precious sandbag gets stolen!"
"5f28cb77","...Well I say ""sandbag,"" but it was actually a hunk of meat.
Not surprising, considering the meat shortage around here..."
"6028ccea","But NOW what am I gonna do?! The tournament's around the
corner, and I need a hunk of meat!"
"6128ce5d","Say...could you bring me some hunks of meat? 20 should be
enough for everyone..."
"5228b6e0","Sure!
I have to keep going..."
"5328b853","Thanks a bunch! Please be quick about it, I need them in
time for the boxing tournament!"
"602b0b41","Oh, I see... I didn't realize... C'mon, guys! Which one of
you jerks stole my sandbag?!"
"771462d0","Bring 20 hunks of meat for use as sandbags!"
"7a1467a9","Please hurry, I need them in time for the boxing tournament!"
"c0dda7fd","You brought 20 hunks of meat?!"
"bddda324","Here's 20 hunks of meat!
I can't give them to you right now..."
"bedda497","You handed over 20 Hunks of Meat!"
"bbdd9fde","Ohhh yeahhhh!!! Thank you!!!"
"bcdda1b1","You know, the thing is with these hunks of meat...the more
I punch them, the softer and tastier they get!"
"b9dd9cf8","After an intense workout, I get back my stamina with that
tender meat! Two birds with one stone!"
"badd9e6b","Or at least I did... I've got some bad news.. The truth is,
the boxing tournament's been put on hold..."
"b7dd9992","The conflict between the Meaty Troops and the Veggie Troops
makes a tournament impossible...but I'm not giving up!"
"b8dd9b05","We can hold it once peace has been restored! Until then,
I won't let this meat go to waste!"
"25e08553","Oh, I know! Why don't I go to the city, too? There's
something I wanted to do there. Okay, see you later!"
"27e088b9","Gaomon joined the city!"
"26e086c6","I see...but you better hand some over next time, okay?!"
"931d7fa4","Hey hey hey!!! Hold up there!"
"961d847d","?"
"951d828a","You think you can get through here without permission from
yours truly? You've got some guts, don'tcha?!"
"901d7aeb","...Hmm? You're not from around here, are ya? All right,
lemme teach you a little something!"
"8f1d7978","I'm Goblimon! Everything from here on out is my turf, and
any intruders ain't gonna get off lightly!"
"921d7e31","But I'm not a demon, buddy...despite my looks, heh. I've got
my nice side, too, y'know?"
"911d7c5e","Money talks, but meat talks louder! Bring me 20 rotten
pieces of meat, and I'll let you through!"
"8c1d74bf","I'll bring it!
Never mind, then."
"8b1d72cc","Oh! You're a reasonable guy, aren't ya? Don't forget the 20
pieces of rotten meat."
"8e1b392e","Hmph! In that case, get outta here!"
"cf18431f","If you want past here...you know what to do, right?"
"d01844f2","Bring 20 pieces of rotten meat!"
"c9bd1492","Looks like you brought 20 pieces of rotten meat, huh?"
"c8bd133f","Here you go, 20 pieces of rotten meat!
I can't give them to you right now..."
"c7bd114c","You handed over 20 Rotten Meats!"
"c6bd0fd9","One, two, three...yep, 20 in all!
I got 20 pieces of rotten meat!"
"c5bd0e66","MmmMMM! This beyond-fermented stench! It's so, so inviting!"
"c4bd0cf3","This is some of the best rotten meat I've ever seen...
*sigh* I wonder how I'll cook this exquisite meat?"
"c3bd0b00","...Whoops! I got lost in dreams of rotten meat."
"d2bd22fd","Alright! You can go wherever you want now! I'm going back to
the city for a full-course rotten meat feast!"
"d1bd210a","Goblimon joined the city!"
"c4bace1c","Whoa now...you're looking down on me, aren't ya?! You best
hand over some of that rotten meat next time!"
"b0372fe1","Now hold on a minute! You know who I am, and you're still
trying to do as you please?"
"ad372b28","?"
"ae372c9b","You ain't gonna last long around here with that attitude,
buddy. You gotta go through the proper channels, dig?"
"b33734ba","...You acting like this has nothing to do with you? C'mon,
I ain't ever heard of no Cluelessmon, have you?"
"b437362d","Fine, here's the score! When I say ""proper channels,"" I mean
you gotta give proof of meat to me, boss of this tunnel!"
"b1373154","...What? You don't know what ""proof of meat"" is? That means
you gotta give me 20 of the best pieces of meat."
"b23732c7","Let's cut to the chase--20 Best Meats, bring 'em here!"
"a7372196","Okay, okay, I'll bring some!
What. In the world. Are you talking about?"
"a8372309","Nice! You're a good kid, ya know that? All right, bring me
those 20 Best Meats, PRONTO!"
"353a3ff7","What you say to me?? If you don't get it, then get lost!"
"560105a2","Maybe in time you'll change your mind about that proof of
meat, huh?!"
"550103cf","Don't space out, yo--bring those 20 Best Meats, and fast!"
"fc8ab76f","Looks like you brought 20 Best Meats, huh?"
"fd8ab8c2","20 Best Meats, coming right up!
Not yet..."
"fe8abab5","You handed over 20 Best Meats!"
"f78aafb0","Looks dee-ee-licious! I'm all raring to go! This proof of
meat...I like it, and I'll take it!"
"f88ab123","Feel free to go on ahead through my tunnel! I'm in a great
mood today, so I've got a gift for you!"
"f98ab296","You can be in charge of this tunnel in my stead!"
"fa8ab409","To be honest, all that stuff about ""proof"" and ""Best Meats,""
well...I didn't think you'd actually go through with it!"
"38ac254","Leomon might really blow a fuse at me... Still, I wanna eat
this meat..."
"48ac3c7","...Anyway, I leave this place to you! Later, dude!"
"808dc5f2","Tyrannomon joined the city!"
"7f8dc41f","Whoa now...you don't have any proof of me for me?! You best
hand over that Best Meat next time, you hear me?!"
"34e62485","Huh? Hey! Can't you tell I'm hiding here, pal?!"
"34e62484","If the Veggie Troops find me, they'll gang up on me! G'wan,
get outta here!"
"33e62312","Oh ho...it's you! The newbie that buttered up to Leomon and
started hanging out around here..."
"32e621bf","...Huh? What was that? You want to know where ShineGreymon
is? Don't be ridiculous!"
"31e61fcc","The info I finally got by outwitting my rival Leomon by
giving up the location of the Meaty Troops..."
"30e61e59","You don't expect me to tell Leomon's gofer, do ya?! Or are
you gonna force it outta me?"
"2fe61ce6","Ah well...fine, let's do this!
I give up..."
"2ee61b73","Tch, lookit this tough guy! You think you can beat me?!
You'll regret this!"
"2de61980","Hmph! You'd better shove off, before I toss you outta here!"
"9ac37151","Hey now... It doesn't matter how many times you come over
here."
"97c36c98","I'm not gonna tell a gofer like you where ShineGreymon is!
Or do you plan to force me to tell you?"
"fd468e24","Owww ow ow ow ow! I give, I give! Battle over!!! I'll tell
you ShineGreymon's location..."
"4692fd","Head to the Generator Prison Room...apparently it's being
used as some kind of energy source...?"
"ff46910a","Jeez, I can't believe I told you that info I worked so hard
to get...now I'll never get ahead in the Meaty Troops..."
"fa46896b","You're a tough one, I bet you're full of promise! Alright,
let's get along from here on out!"
"f94687f8","Ogremon joined the city!"
"787dedaf","I am Woodmon...the Digimon in charge of the Generator Prison
Room."
"797def02","...Huh? You want me to give back ShineGreymon? How do you
know about that? ...Wait, exactly how much do you know?!"
"7a7df0f5","Like our plan to fire the Rose Palace laser using solar
power stolen from ShineGreymon..."
"737de5f0","...Like about laying waste to the Meaty Troop Digimon and
Ohguino Wastelands? You know about all that?!"
"747de763","Uh, you just told me everything...you all right?
I'm...gonna pretend I didn't hear that."
"757de8d6","Why, you... Now that you know our secret, here's no way
I can let you leave!"
"767dea49","...Well then get out of here, right now!"
"2ea064b4","It's the shady human... I guess you DO want to stop our plan
to fire a laser powered by ShineGreymon..."
"31a0690d","...Like how we'll shoot a laser using ShineGreymon's solar
power, laying waste to the Meaty Troops and Ohguino?!"
"58697721","Wait a minute... Don't tell me you know about the real
mastermind behind this...?"
"55697268","The one enticing Rosemon to raze the Ohguino Wastelands so
we can develop the land afterwards...?"
"566973db","Bony Resort's Myotis...mon...!"
"5b697bfa","...!"
"5c697d6d","In that case, I can't stay here anymore. Farewell!"
"59697894","Woodmon joined the city!"
"e281e69e","I am Woodmon...the Digimon in charge of the Generator Prison
Room!"
"e181e52b","I cannot let anyone go past here without Lady Rosemon's
permission! Get out of here, right now!"
"ca274138","Hey you! What're you doing here?!"
"cd2745f1","I am Leomon, the leader of the Meaty Troops of the Ohguino
Wastelands."
"cc27441e","I came on behalf of GrapLeomon!
I have nothing to tell you."
"cf2748d7","What? You came on behalf of GrapLeomon! Did something happen
to my friend?!"
"ce274764","({0} explained what had happened.)"
"d1274c3d","I see... So GrapLeomon did all that, just to save me...
But hey, that doesn't mean I trust you yet!"
"d0274a4a","If your story is true, then you must know about our motto...
Go on, tell me what it is!"
"c3273633","""Nice to Meat You!""
""No Meat, No Digi-Life!""
""Say No To Meat Thieves!"""
"c2273440","I think I've heard that phrase before, but...sorry, that's
not the right one."
"c524faa2","This is not the time for jokes. Please go."
"c624fc15","Hmm... Close, but no cigar..."
"c324f75c","You cannot expect me to trust someone who messes up at such
an important time. Please calm yourself and come back again."
"c424f8cf","Ohh! Yeah, that's our motto! Okay, I can trust you, please
help us out in GrapLeomon's place!"
"c124f476","The truth is, us Meaty Troops and Rosemon's Veggie Troops
are clashing here in the Ohguino Wastelands..."
"c224f5e9","In a meat field in the corner of these vast wastelands,
Rosemon erected a structure known as the the Rose Palace..."
"bf24f110","Ever since that day, the Digimon of that area have
experienced a severe food shortage."
"c024f283","What's more, Rosemon's forces formed the Veggie Troops,
and have tried to expel us from these lands!"
"cd25071a","If this continues, all of the Digimon will be in grave
danger! We need your strength to help oppose this outrage!"
"ce25088d","I think you've got the broad strokes of what's going on now.
I know it's out of the blue, but...I have a request for you!"
"bf22b2b9","First, go see for yourself what this area is all about.
If you can, try and get some info out of the Veggie Troops!"
"be22b0c6","This place is full of hot-blooded Digimon... It'll be tough,
but we're counting on you!"
"9dd82353","We need you to understand more about the Ohguino Wastelands.
Try and get some info out of the Veggie Troops!"
"9ed824c6","It'll be tough, but we're counting on you!"
"9183af86","You've learned what's happening in the Ohguino Wastelands!"
"9083ae13","({0} explained everything that's happened.)"
"8f83aca0","Those damn Veggie Troops... I can't believe they're being
so cruel to the other Digimon..."
"9683b7a5","But thanks to your efforts, we know more about what they're
up to...their solidarity is weak! Surely we can prevail!"
"9583b632","That's why I need one more thing from you...our fellow
warrior ShineGreymon is currently missing."
"9483b45f","It sounds like the Veggie Troops have captured that brave
soul, but the location of their prison is unknown..."
"9383b2ec","Meaty Troops commando Ogremon seems to have found some
intel, but the oaf sees me as a rival, and won't tell me."
"9a83bdd1","Please talk to Ogremon, and get him to tell you where
they've taken ShineGreymon!"
"9983bc7e","Ogremon won't fess up easily, but we're counting on you!"
"1651f609","Please learn the location of ShineGreymon's prison from
Ogremon!"
"1351f1b0","Ogremon isn't one to give up without a fight, but we're
counting on you!"
"96a3dd3c","Oh! You've learned where they're keeping ShineGreymon?!"
"99a3e1f5","(You explained what you heard from Ogremon.)"
"98a3e002","What?! ShineGreymon is being held in the Generator Prison
Room, and is being used as some kind of energy source?"
"93a3d863","It's true that a massive amount of solar energy is contained
within ShineGreymon's body..."
"92a3d6f0","But what are those Veggie Troops planning to do with that
energy? Ugh...I have a bad feeling about this!"
"95a3db49","It'll be too late by the time we've figured it out! Please,
go to the Generator Prison Room and rescue ShineGreymon!"
"94a3d9d6","Security should be tight around there...don't take too long,
but make sure you're well-prepared!"
"5988f257","Go to the Generator Prison Room and rescue ShineGreymon!"
"5a88f3ca","Security should be tight around there... Make sure you're
well-prepared!"
"dc1bfe6a","Oh! You succeeded in rescuing ShineGreymon?!"
"db1bfcf7","({0} explained everything that's happened.)"
"da1bfb04","I see... ShineGreymon must have been exhausted..."
"d91bf991","That damn Rosemon! To think they plan to burn down all of
the Ohguino Wastelands with a laser!"
"d81bf83e","We have to stop that plan, no matter what it takes!"
"d71bf64b","But just in case, let's evacuate the Digimon around here!
I'll stay here and direct things!"
"d61bf4d8","Please head to their headquarters in the Rose Palace, and
prevent them from firing that laser!"
"d51bf365","The Ohguino Wastelands, and the lives of all the Digimon who
live here, are counting on you! Good luck!"
"45156dd","I want you to head to the Rose Palace, and prevent Rosemon
from firing that laser!"
"1515204","The Ohguino Wastelands, and the lives of all the Digimon who
live here, are counting on you! Good luck!"
"e6e36730","You stopped Rosemon from firing the laser? That's amazing!"
"e9e36b89","Our long battle is finally over...and peace has once again
returned to this land..."
"e8e36a16","All of this is thanks to your hard work! The Meaty Troops...
no, all of us Digimon in the Ohguino Wastelands thank you!"
"ebe36eef","You are truly the savior of all meat...and our friend!"
"eae36d7c","Now that I think about it, former allies and enemies are
working together in Floatia, aren't they?"
"ede37235","The battle between the Meaty and Veggie Troops was indeed
intense, but in a way it made all of us stronger..."
"ece37042","In that sense, the battle may not have been for nothing...
Yeah...of course I'll come help!"
"efe3751b","Leomon joined the city!"
"3049a202","It's dangerous around these parts... I suppose that means
it's my time to shine."
"3049a203","Um, I'm actually on kind of a secret mission. Do me a favor
and stay out of my way, okay?"
"3149a3f5","Hmm? What do you want with me?"
"2e499f3c","Wizardmon wants you to come back to the city.
Nothing, nothing at all."
"2f49a0af","What, Wizardmon said that? We haven't talked in ages, so
this is a bit out of the blue..."
"2c499bd6","We traveled the world looking for magic ingredients
together, and it was a blast...a bit hairy at times, though."
"2d499d49","Oh! Maybe this is why Wizardmon couldn't contact me!
It's a magic-blocking stone!"
"2a4998f0","Do me a favor and keep this a secret from Wizardmon, yeah?
Alright, off to the city! Later!"
"2b499a63","Garurumon joined the city!"
"3849aefa","Nothing, you say... You sure you're not hiding something?"
"3949b06d","Ah well, maybe I don't want to know..."
"d4dbbe5f","...What's your deal, man? You came to steal the veggies from
these fields?"
"d5dbc032","These are special, man! They grow vegetables eaten by THE
Lady Rosemon!"
"d6dbc1a5","This is no place for a nobody like you to tread, see!"
"cfdbb6a0","Got it? Scram before you get hurt!"
"d0dbb813","Don't go monopolizing veggies!
(Let's head back for now...)"
"d1dbb986","All veggies from these fields are for Lady Rosemon alone! I
got no right to give them to anyone else in the first place!"
"d2dbbb79","Heh! Don't come around these parts again, got it?!"
"6ca1e9e4","Why, you... How many times must I say it? These fields are
special, they grow the veggies eaten by Lady Rosemon!"
"6fa1eebd","It's no place for a suspicious person like you to be!"
"365dde11","...Jeez, alright already! This is ridiculous. I can't take
it anymore!"
"335dd958","I thought monopolizing all these fields and buttering up to
Rosemon would let me live the high life..."
"345ddacb","It ain't worth all this, though! Ah well...maybe I'll see
what's banging in the city, heh!"
"395de2ea","Vegiemon joined the city!"
"8b03f8e","I grow vegetables for Rosemon here! That means they're
S-P-E-C-I-A-L, SPECIAL, got it?!"
"7b03e1b","Grrr, g'wan, get outta here already!"
"fd628375","Oh, are you a newbie recruit for the Veggie Troops?
...Naw, you don't look the part. Too dignified."
"fd628374","This is the Palace of Thorns, castle of Lady Rosemon. Go on,
you can take a look if you're not one of the Meaty Troops."
"fd628377","Lady Rosemon is in the Rose Palace deep within this area."
"fd628376","A few of our numbers are a bit twisted, so I don't know if
you'll make it all the way to Lady Rosemon."
"fd628370","..."
"fc628182","Uuugh...my stomach's sticking to my Digi-ribs, here...
hey you, help a 'mon out..."
"fb62802f","What's wrong?
Sorry, can't right now."
"fa627ebc","Y'see, up till recently I was growing delicious vegetables
in the fields of the Palace of Thorns..."
"f9627cc9","But that jerk Vegiemon has taken control of all the veggie
fields to curry favor with Lady Rosemon."
"f8627b56","Since then, the rest of us have had so little to eat,
it's just awful..."
"f76279e3","Defecting to the Meaty Troops would be bad for Lady Rosemon,
but...at this rate, we'll starve to death!"
"f6627870","Someone's gotta teach Vegiemon a lesson and take back those
fields! Please, you've gotta do it!"
"5628fed","Oh... I see... Urgh, my poor stomach..."
"8432c841","Take back the Palace of Thorns' fields from Vegiemon!
Please...hurry..."
"8132c388","Ahhh... I'm so hungry..."
"670f46d4","Hooray! You showed Vegiemon who's boss! Now everyone can
eat their fill of these yummy vegetables!"
"6a0f4bad","But now we're just back in the fight with the Meaty Troops.
You know, I was thinking..."
"690f4a3a","Becoming your ally is sure to end this fight sooner, right?
That's why I'll support you from the city!"
"640f421b","Lillymon joined the city!"
"9b43c691","IT IS I, HERCULESKABUTERIMON..."
"9843c1d8","BEYOND THIS POINT IS LADY ROSEMON'S ROOM..."
"9943c34b","NONE MAY PASS!"
"9e43cb6a","AND I SHALL SOUNDLY TROUNCE YOU IF YOU ATTEMPT TO PASS!"
"9f43ccdd","You won't trounce me! Bring it!
(Let's back off...)"
"9c43c804","BE WARNED THAT I AM QUITE TENACIOUS! I SHANT BE DEFEATED!!!
NO HARM SHALL BEFALL LADY ROSEMON!!!"
"9d43c9f7","THIS IS ROSEMON'S PALACE! GO, AND NEVER RETURN!!!"
"34667852","YOU RETURNED, DESPITE MY WARNINGS! BEYOND THIS POINT IS LADY
ROSEMON'S ROOM... YOU SHALL NOT PASS!!!"
"336676ff","AND I SHALL SOUNDLY TROUNCE YOU IF YOU ATTEMPT TO PASS!"
"39c1a6df","...UGH...WHAT...WHAT WAS I DOING...?"
"3ac1a8b2","I SEE. I WAS UNDER ROSEMON'S SPELL... HOW EMBARRASSING.　"
"3bc1aa25","I SUPPORT NEITHER THE MEAT NOR THE VEGGIE FACTIONS...
I LOOK FORWARD TO THE DAY YOU END THIS CONFLICT."
"34c19f20","HerculesKabuterimon joined the city!"
"5f8ab300","IT IS I, HERCULESKABUTERIMON..."
"628ab7d9","NONE MAY PROCEED PAST THIS POINT! BEGONE WITH YOU!"
"eb1c1094","It's about time you showed up. You're that human siding with
the Meaty Troops and mucking up my plans..."
"ee1c156d","Well, too late! With the energy harvested from ShineGreymon,
the laser's ready to fire on the Ohguino Wastelands!"
"ed1c13fa","Those savage Meaty Troops and all of the Wastelands will go
up in flames! But it's no fun in firing it right away..."
"e81c0bdb","I know! I'll give you one last chance... Fight me, and try
to stop me from firing the laser cannon!"
"e71c0a68","You read my mind, Rosemon!
Just...gimme a second..."
"ea1c0f21","Ho ho ho... I'll get rid of you before I take down those
Meaty Troop fools!"
"e91c0d4e","Your fear has gotten the better of you, has it? Very well...
I can wait a little while longer!"
"2716d40f","You finally came back... If you don't hurry, I might change
my mind and fire the laser right here and now, you know?"
"2816d5e2","Now then... Fight me, and try to stop me from firing the
laser cannon!"
"806f4b42","Ugh...it can't be...! If it's come to this, I'll hypnotize
you..."
"7f6f49ef","...Gasp! It doesn't work on you!!! I see...the human, and
that partner, you're...!"
"7e6f487c","...You have triumphed, Tamer. As promised, I will...stop
the laser..."
"7d6f4689","...It's not like I hate the Meaty Troops anyway, and I could
care less about winning this war..."
"7c6f4516","Thank you for stopping me. Being queen of this castle was
fun, if only for a while."
"7b6f43a3","... ... ..."
"7a6f4230","In exchange for this castle, I fell for that guy's smooth
talk. Ahh, this defeat feels like freedom! I'm so refreshed."
"896f59ad","Next I'll try going to the city! I can't wait to see what
awaits me in that new place."
"886f583a","Oh, ""that guy""? Give my regards to Myotismon the next time
you meet, okay?"
"7b6d04cc","Rosemon joined the city!"
"358df308","You there...to which troop do you belong? ...Wait, you're...
a human...?"
"358df309","End this pointless conflict. We'll talk afterwards."
"368df4fb","You there... Please listen to my tale of woe..."
"378df66e","?"
"388df7c1","Lately, I have not been able to sleep..."
"398df9b4","I have nothing keeping me up at night...but still..."
"3a8dfb27","I cannot sleep... You are a Tamer, yes? Do you know anything
about sleep in relation to Digimon?"
"3b8dfc9a","Perhaps a tool that could help me sleep... Would you know
anything about that?"
"3c8dfe0d","Hmm...how about I look for something?
Have you tried counting sheep?"
"2d8de690","You have my thanks... I'll leave it to your judgment."
"2e8de803","Some strange device may exist within Rosemon's palace..."
"3b903b71","Sheep...? I shall not rely on superstitions..."
"7ff5d800","Have you found a tool that could help me sleep?"
"82f5dcd9","Some strange device may exist within Rosemon's palace..."
"bd72246d","You got Rosemon's favorite(?) Virtual Memory Foam Pillow!"
"54d19d52","You found a useful sleeping aide, have you?"
"53d19bff","You handed over the Virtual Memory Foam Pillow!"
"52d19a0c","A pillow...an object humans use when they sleep, huh?"
"51d19899","Hmm, I lay it under my head...like this...? To think some
people sleep like thi--"
"50d19726","Oh...this fragrance! This is Rosemon's reputed hypnotic
scent!"
"4fd195b3","Yes, this will certainly help me slumber. You have sound
judgment, human!"
"4ed193c0","Human wisdom...what an unfathomable thing... Hmm, it seems
I must continue to associate with all of you."
"5cd1a9ca","Antylamon joined the city!"
"74de593e","Ohhh... Hey, did you...did you save me?"
"73de574b","I don't know who you are, but I'm so grateful... Still, why
did you come to save me in the first place?"
"72de55d8","({0} explained the situation.)"
"79de60dd","I see... While I've been captured, such a fate has befallen
these Ohguino Wastelands..."
"78de5f6a","*huff huff* My body...something's wrong...
Am I...out of energy?!"
"77de5df7","?!"
"76de5c04","It seems that the solar energy in my body was drained by
this device during my imprisonment..."
"6dde4e39","Now I get it... Those Veggie Troop fools mean to use the
stolen energy to fire a laser..."
"6cde4c46","There's not a lot of time before the cannon fires... Sorry
to ask, but please return to Leomon and ask for his advice."
"efdb4928","My beloved Ohguino Wastelands are in danger. I wish I could
fight with you, but this body would only get in your way..."
"f0db4a9b","Sorry to ask right after you rescued me...but for the sake
of restoring peace to this land, lend us your strength!"
"f1db4c0e","I see, you stopped them from firing the laser! Please, go
tell Leomon at once!"
"f930461d","...Oh, it's you! Thanks for all your help in that battle
against the Veggie Troops."
"f6304144","See, the thing is...my body took a lot of damage from having
all that solar energy drained out of it by that device..."
"f7304337","But thanks to all your hard work, peace has returned to
these Ohguino Wastelands..."
"f4303e7e","That is why I can end my watch over the Wastelands without
worry, and heal myself with this warm light shining down..."
"f5303fd1","Oh yes... I haven't thanked your properly yet...okay, I'll
make you a promise here and now!"
"f2303b18","Just wait a little longer... Once this body of mine is back
in good health, I'll join the city and lend you my support!"
"dbc25670","You remember the promise I made to you, right?"
"dec25ac9","Just wait a little longer... Once this broken body is back
to normal, I'll join the city and lend you my support!"
"b5f949cf","...Oh, it's you! Thanks for all your help in that battle
against the Veggie Troops."
"b6f94ba2","See, the thing is...my body took a lot of damage from having
all that solar energy drained out of it by that device..."
"b7f94d15","But thanks to all your hard work, peace has returned to
these Ohguino Wastelands..."
"b0f94210","That is why I could end my watch over these wastelands
without worry, and heal myself in this warm sunlight..."
"b1f94383","Please allow me to thank you again!"
"b2f94576","And now I go to the city, to lend you my strength!"
"b3f946e9","ShineGreymon joined the city!"
"5d5274da","Dee hee?! Who the heck're you?!"
"5d5274db","Hmm...naw man, this won't work! I can't leave this to a
scrawny punk like you!"
"5e52764d","Dee hee! Say, man, you like treasure? I bet you do!"
"5b5271f4","?"
"5c527367","The truth is, a great pirate of the Digi-seas finally wound up
here after his last voyage!"
"59526eae","According to legend, the captain retired from the seas, and
lives here to this day..."
"5a527001","There's a super-valuable Holy Chalice hidden somewhere
around here! That's where you come in, buddy..."
"57526b48","Would you look for the Holy Chalice? We can sell it and
split the profits 50/50!"
"58526d3b","Sure!
I have to keep going..."
"55526862","Dee hee hee! Sounds like you get the picture. So get this,
I heard that the Holy Chalice was actually hidden..."
"565269d5","...stashed away by this crazy-strong Digimon pirate captain
by the name of Vikemon..."
"43548aa3","Aw c'mon, you can't pass up a story like this, can ya?!"
"66a6e3ee","The former pirate captain Vikemon is somewhere here in
MOD Cape."
"65a6e27b","I want to lay my peepers on that treasure, the Holy Chalice!"
"906ff65b","Dee hee hee! Did ya find the Holy Chalice?"
"916ff7ce","You handed over the Holey Chalice!"
"926ff9a1","Huh? What's this worn-out thing? ...Don't tell me this is
the Holy Chalice?"
"936ffb14","(You related Vikemon's trip down memory lane.)"
"946ffc87","Aww maaaan, the great pirate Vikemon, of all people, thinks
of memories as treasures?!"
"956ffe7a","What a crazy romantic! But I guess that's pirates for you...
completely out of touch with reality."
"966fffed","*sigh* There go my dreams of living on easy street...
Ah well, I'll see what moolah I can scrounge up in the city."
"876fe870","DemiDevimon joined the city!"
"a6c92224","Hey you...huh? Oh wait, never mind..."
"a6c92225","Come back once the city's gotten bigger. I won't ask
anything of you until then."
"a7c92397","Hey! Hey, you! You look like a pretty good fisherman!"
"a8c9250a","?"
"a9c926fd","I'm Seadramon! I want to open a fishing hole in the city,
but..."
"a2c91bf8","The fish I'm raising to start with aren't nearly enough..."
"a3c91d6b","That's where an awesome fisherman like you comes in...
I want you to catch me a bunch of fish!"
"a4c91ede","I'll need some Digifry, Digicrucian and Digikoi! What do you
say, will you help me?"
"a5c920b1","A bunch of fish, coming up!
I'm not that good at fishing..."
"9ec9154c","You'll angle them for me?! Alright, let me tell you those
fish I need again, just in case!"
"9fc9173f","A Digifry, Digicrucian and Digikoi! One of each will do.
Thanks in advance!"
"accb6a2d","Oh yeah? Well come on back if you get better at fishing!"
"e4e40e7c","I need you to catch three kinds of fish for my fishing hole!"
"e7e41335","A Digifry, Digicrucian and Digikoi! One of each will do.
Thanks in advance!"
"64922749","Oh hey! You caught some Digifry, Digicrucian and Digikoi
for me?!"
"619222f0","Here's the Digifry, Digicrucian and Digikoi!
Now's not a good time..."
